institution_name,12_Month_Enrollment
Reed College,1506
Rogue Community College,4141
Southern Oregon University,3737
Southwestern Oregon Community College,1047
Treasure Valley Community College,1068
Umpqua Community College,975
Warner Pacific University,380
Corban University,1038
College of Cosmetology,81
Willamette University,2100
Western Oregon University,3839
Bryn Athyn College of the New Church,290
Albright College,1758
All-State Career School,1245
Community College of Allegheny County,6146
Allegheny College,1758
The  Beauty Institute,130
DeSales University,2057
Altoona Beauty School Inc,52
Alvernia University,1937
The Beauty Institute-Ambler,222
Automotive Training Center-Exton,452
Clarks Summit University,359
Community College of Beaver County,841
Arcadia University,1967
Bloomsburg University of Pennsylvania,7479
Bryn Mawr College,1435
Bucknell University,3698
Bucks County Community College,3029
Bucks County School of Beauty Culture Inc,83
Butler Beauty Academy,44
Butler County Community College,1613
Cabrini University,1472
California University of Pennsylvania,4323
Carlow University,1088
Carnegie Mellon University,6501
Cedar Crest College,937
Central Penn College,320
Chatham University,1183
Chestnut Hill College,1024
Cheyney University of Pennsylvania,580
Citizens School of Nursing,183
Clarion University of Pennsylvania,3109
DLP Conemaugh Memorial Medical Center,274
Curtis Institute of Music,131
Delaware County Community College,3248
Delaware Valley University,1721
Dickinson College,2112
Douglas Education Center,333
Drexel University,14667
Duquesne University,5921
East Stroudsburg University of Pennsylvania,5213
Eastern University,1406
Edinboro University of Pennsylvania,3134
Elizabethtown College,1531
Empire Beauty School-Lebanon,55
Empire Beauty School-York,96
Empire Beauty School-Lancaster,65
Empire Beauty School-Shamokin Dam,72
Empire Beauty School-Pottsville,53
Empire Beauty  School-Lehigh Valley,81
Empire Beauty School-Gwinnett,102
Empire Beauty School-Wyoming Valley,160
Empire Beauty School-Harrisburg,130
Empire Beauty School-Reading,110
Erie Institute of Technology Inc,401
Franklin and Marshall College,2467
Gannon University,2843
Geneva College,1124
Gettysburg College,2630
Empire Beauty School-NE Philadelphia,98
Gratz College,147
Grove City College,2192
Gwynedd Mercy University,1814
Harcum College,1061
Harrisburg Area Community College,5674
Haverford College,1385
Commonwealth Technical Institute,318
Holy Family University,1725
Hussian College-Philadelphia,117
Immaculata University,945
Indiana University of Pennsylvania-Main Campus,7973
UPMC Jameson School of Nursing,130
Great Lakes Institute of Technology,424
Johnson College,432
Juniata College,1309
Keystone College,1402
King's College,2089
Butler Beauty Academy-Kittanning Beauty Academy,30
Kutztown University of Pennsylvania,6714
La Roche University,1091
La Salle University,3250
Lackawanna College,1702
Lafayette College,2657
Lancaster Bible College,1163
Lancaster School of Cosmetology & Therapeutic Bodywork,33
Lansdale School of Business,81
Lansdale School of Cosmetology Inc,17
Lebanon Valley College,1737
Lehigh Carbon Community College,2720
Miller-Motte College-Berks Technical Institute,758
Lehigh University,5122
Lincoln Technical Institute-Allentown,814
Lincoln Technical Institute-Philadelphia,362
Lincoln University,1945
Lock Haven University,2580
UPMC St. Margaret School of Nursing,131
Luzerne County Community College,2270
Lycoming College,1157
Manor College,504
Mansfield University of Pennsylvania,1571
Marywood University,1690
Vet Tech Institute,412
Roxborough Memorial Hospital School of Nursing,204
Mercyhurst University,2337
Messiah University,2583
ASPIRA City College,7
Millersville University of Pennsylvania,5716
Misericordia University,1604
Montgomery County Community College,4064
Moore College of Art and Design,384
Moravian University,1919
Mount Aloysius College,1032
Muhlenberg College,2247
Neumann University,1351
New Castle School of Trades,755
Northampton County Area Community College,4791
Heritage Valley Health System School of Nursing,94
Orleans Technical College,383
Pennsylvania Institute of Technology,446
Peirce College,361
Penn Commercial Business/Technical School,460
Pennco Tech-Bristol,423
Pennsylvania Academy of the Fine Arts,204
Pennsylvania Gunsmith School,92
Cortiva Institute,66
Pennsylvania College of Art and Design,234
University of Pennsylvania,10728
University of the Arts,1694
Cairn University-Langhorne,900
University of the Sciences,1319
Community College of Philadelphia,5075
University of Pittsburgh-Bradford,1362
University of Pittsburgh-Greensburg,1427
University of Pittsburgh-Johnstown,2472
University of Pittsburgh-Pittsburgh Campus,18892
University of Pittsburgh-Titusville,111
Beaver Falls Beauty Academy,61
Pittsburgh Institute of Aeronautics,1231
Pittsburgh Institute of Mortuary Science Inc,120
Pittsburgh Technical College,2346
Point Park University,2719
Joseph F McCloskey School of Nursing,75
The Salon Professional Academy-Altoona,45
Reading Area Community College,1530
Reading Hospital School of Health Sciences,309
Walnut Hill College,333
Robert Morris University,3612
Rosedale Technical College,605
Rosemont College,395
Saint Francis University,1512
Saint Joseph's University,4286
Saint Vincent College,1514
Schuylkill Technology Center,41
University of Scranton,3606
Seton Hill University,1627
UPMC Shadyside School of Nursing,332
Sharon Regional School of Nursing,37
Laurel Technical Institute,241
Shippensburg University of Pennsylvania,5046
Slippery Rock University of Pennsylvania,7519
Saint Charles Borromeo Seminary-Overbrook,68
South Hills Beauty Academy,108
South Hills School of Business & Technology,408
St Lukes Hospital School of Nursing,350
The Beauty Institute,99
Susquehanna University,2279
Swarthmore College,1685
Thaddeus Stevens College of Technology,1412
Talmudical Yeshiva of Philadelphia,134
Temple University,27394
Thiel College,724
Thomas Jefferson University,3327
Triangle Tech Inc-Pittsburgh,224
Triangle Tech Inc-Greensburg,208
Triangle Tech Inc-Dubois,178
Ursinus College,1473
University of Valley Forge,446
Valley Forge Military College,285
Venus Beauty Academy,127
Villanova University,6893
Washington Health System School of Nursing,77
Washington & Jefferson College,1279
Waynesburg University,1268
Welder Training and Testing Institute,84
West Chester University of Pennsylvania,13507
Western Pennsylvania Hospital School of Nursing,151
Pittsburgh Career Institute,143
Westminster College,1144
Westmoreland County Community College,1930
Widener University,2794
Wilkes University,2223
Williamson College of the Trades,247
Wilson College,704
Yeshivath Beth Moshe,42
York College of Pennsylvania,3885
YTI Career Institute-York,1204
Brown University,7060
Bryant University,3389
Johnson & Wales University-Providence,6168
New England Institute of Technology,2554
New England Tractor Trailer Training School of Rhode Island,702
Providence College,4175
Rhode Island College,5285
Community College of Rhode Island,6618
University of Rhode Island,13180
Rhode Island School of Design,2041
Roger Williams University,4159
Salve Regina University,2120
Empire Beauty School-Warwick,111
Northpoint Bible College,247
Aiken Technical College,852
Allen University,764
Anderson University,2624
Charleston Southern University,2586
Technical College of the Lowcountry,707
Benedict College,2114
Bob Jones University,2412
Southern Wesleyan University,839
Charleston Cosmetology Institute,225
College of Charleston,9189
Charzanne Beauty College,42
Northeastern Technical College,423
Citadel Military College of South Carolina,2726
Claflin University,1968
Clemson University,20401
Clinton College,233
Coker University,1016
Columbia International University,669
Columbia College,817
Converse University,836
Denmark Technical College,311
Erskine College,813
Florence-Darlington Technical College,1656
Francis Marion University,3035
Furman University,2647
Greenville Technical College,5257
Horry-Georgetown Technical College,3677
Kenneth Shuler School of Cosmetology-North Augusta,130
Kenneth Shuler School of Cosmetology and Nails-Columbia,134
Lander University,3063
Limestone University,1651
Medical University of South Carolina,405
Midlands Technical College,4893
Morris College,667
Newberry College,1272
North Greenville University,1811
Orangeburg Calhoun Technical College,927
Piedmont Technical College,2146
Presbyterian College,1062
University of South Carolina Aiken,2756
University of South Carolina Beaufort,1904
University of South Carolina-Columbia,27046
University of South Carolina-Lancaster,773
University of South Carolina-Salkehatchie,478
University of South Carolina-Sumter,614
University of South Carolina-Union,403
Coastal Carolina University,9168
